time,	w_est,	w_final_filt,	th_r_est,	v_qd_r.q,	v_qd_r.d,	i_qd_r_tot.q,	i_qd_r_tot.d,	i_qd_r_hf.q,	i_qd_r_hf.d,	i_qd_r.q,	i_qd_r.d
0.042175,	-11.856,	4.30051,	0.921761,	0.00188164,	-1.33973,	-0.180828,	19.9873,	-0.184351,	20.138,	0.00352291,	-0.150655
0.0422,	-11.856,	4.30051,	0.921761,	0.00188164,	-1.33973,	-0.180828,	19.9873,	-0.184351,	20.138,	0.00352291,	-0.150655
0.042225,	-4.24428,	4.25121,	0.921358,	0.00138294,	-3.06573,	-0.142848,	17.6999,	-0.145644,	17.7796,	0.00279633,	-0.0796616
0.04225,	-4.24428,	4.25121,	0.921358,	0.00138294,	-3.06573,	-0.142848,	17.6999,	-0.145644,	17.7796,	0.00279633,	-0.0796616
0.042275,	3.97062,	4.24989,	0.921351,	0.0006042,	-4.12337,	-0.0792923,	11.5547,	-0.0812597,	11.5461,	0.00196743,	0.00864881
0.0423,	3.97062,	4.24989,	0.921351,	0.0006042,	-4.12337,	-0.0792923,	11.5547,	-0.0812597,	11.5461,	0.00196743,	0.00864881
0.042325,	6.66841,	4.27632,	0.921617,	-0.000307673,	-4.28216,	-0.00162387,	2.89148,	-0.00282805,	2.79645,	0.00120418,	0.0950281
0.04235,	6.66841,	4.27632,	0.921617,	-0.000307673,	-4.28216,	-0.00162387,	2.89148,	-0.00282805,	2.79645,	0.00120418,	0.0950281
0.042375,	1.64772,	4.29278,	0.921825,	-0.00116065,	-3.50753,	0.0806503,	-6.40149,	0.0799813,	-6.56214,	0.00066898,	0.16065
0.0424,	1.64772,	4.29278,	0.921825,	-0.00116065,	-3.50753,	0.0806503,	-6.40149,	0.0799813,	-6.56214,	0.00066898,	0.16065
0.042425,	-7.4688,	4.26781,	0.92168,	-0.0017492,	-1.96835,	0.149824,	-14.2986,	0.149341,	-14.4898,	0.000482951,	0.191215
0.04245,	-7.4688,	4.26781,	0.92168,	-0.0017492,	-1.96835,	0.149824,	-14.2986,	0.149341,	-14.4898,	0.000482951,	0.191215
0.042475,	-12.7735,	4.20076,	0.921174,	-0.00193295,	-0.000153875,	0.183513,	-19.0783,	0.182829,	-19.2584,	0.000683976,	0.180064
0.0425,	-12.7735,	4.20076,	0.921174,	-0.00193295,	-0.000153875,	0.183513,	-19.0783,	0.182829,	-19.2584,	0.000683976,	0.180064
0.042525,	-9.56563,	4.12997,	0.920615,	-0.00169318,	1.96859,	0.171916,	-19.6988,	0.170702,	-19.8284,	0.00121411,	0.129634
0.04255,	-9.56563,	4.12997,	0.920615,	-0.00169318,	1.96859,	0.171916,	-19.6988,	0.170702,	-19.8284,	0.00121411,	0.129634
0.042575,	-1.14307,	4.09774,	0.920347,	-0.00110822,	3.50802,	0.124711,	-16.0241,	0.122763,	-16.0751,	0.00194772,	0.0509249
0.0426,	-1.14307,	4.09774,	0.920347,	-0.00110822,	3.50802,	0.124711,	-16.0241,	0.122763,	-16.0751,	0.00194772,	0.0509249
0.042625,	5.57927,	4.10932,	0.920458,	-0.000295811,	4.28265,	0.0568657,	-8.85559,	0.0541377,	-8.81669,	0.002728,	-0.0388976
0.04265,	5.57927,	4.10932,	0.920458,	-0.000295811,	4.28265,	0.0568657,	-8.85559,	0.0541377,	-8.81669,	0.002728,	-0.0388976
0.042675,	5.63933,	4.13626,	0.920739,	0.000587969,	4.12371,	-0.0221248,	0.243963,	-0.0255141,	0.364208,	0.00338931,	-0.120245
0.0427,	5.63933,	4.13626,	0.920739,	0.000587969,	4.12371,	-0.0221248,	0.243963,	-0.0255141,	0.364208,	0.00338931,	-0.120245
0.042725,	-1.36663,	4.14117,	0.920846,	0.00134706,	3.06592,	-0.10098,	9.291,	-0.104761,	9.46637,	0.00378105,	-0.175374
0.04275,	-1.36663,	4.14117,	0.920846,	0.00134706,	3.06592,	-0.10098,	9.291,	-0.104761,	9.46637,	0.00378105,	-0.175374
0.042775,	-9.97383,	4.10064,	0.920562,	0.00179404,	1.3399,	-0.159431,	16.3135,	-0.163239,	16.5057,	0.00380778,	-0.192259
0.0428,	-9.97383,	4.10064,	0.920562,	0.00179404,	1.3399,	-0.159431,	16.3135,	-0.163239,	16.5057,	0.00380778,	-0.192259
0.042825,	-12.5152,	4.02796,	0.92,	0.00183011,	-0.678093,	-0.17767,	19.7806,	-0.181134,	19.9478,	0.00346461,	-0.167207
0.04285,	-12.5152,	4.02796,	0.92,	0.00183011,	-0.678093,	-0.17767,	19.7806,	-0.181134,	19.9478,	0.00346461,	-0.167207
0.042875,	-6.96538,	3.96771,	0.919513,	0.00147663,	-2.54821,	-0.152949,	18.9368,	-0.155784,	19.0425,	0.00283485,	-0.105668
0.0429,	-6.96538,	3.96771,	0.919513,	0.00147663,	-2.54821,	-0.152949,	18.9368,	-0.155784,	19.0425,	0.00283485,	-0.105668
0.042925,	1.50369,	3.95191,	0.919376,	0.000825352,	-3.86282,	-0.0985947,	13.9664,	-0.10065,	13.9874,	0.00205507,	-0.0210437
0.04295,	1.50369,	3.95191,	0.919376,	0.000825352,	-3.86282,	-0.0985947,	13.9664,	-0.10065,	13.9874,	0.00205507,	-0.0210437
0.042975,	6.32723,	3.97238,	0.919572,	6.55092e-08,	-4.33674,	-0.0277004,	5.95291,	-0.0289841,	5.88468,	0.00128364,	0.0682343
0.043,	6.32723,	3.97238,	0.919572,	6.55092e-08,	-4.33674,	-0.0277004,	5.95291,	-0.0289841,	5.88468,	0.00128364,	0.0682343
0.043025,	3.89956,	3.99579,	0.919828,	-0.000834616,	-3.86391,	0.0512139,	-3.35906,	0.0505327,	-3.50177,	0.000681202,	0.142716
0.04305,	3.89956,	3.99579,	0.919828,	-0.000834616,	-3.86391,	0.0512139,	-3.35906,	0.0505327,	-3.50177,	0.000681202,	0.142716
0.043075,	-4.28881,	3.98742,	0.919818,	-0.00148417,	-2.54891,	0.124316,	-11.9382,	0.123934,	-12.1244,	0.000382161,	0.186178
0.0431,	-4.28881,	3.98742,	0.919818,	-0.00148417,	-2.54891,	0.124316,	-11.9382,	0.123934,	-12.1244,	0.000382161,	0.186178
0.043125,	-11.4328,	3.93429,	0.919425,	-0.00178775,	-0.678448,	0.170083,	-17.9137,	0.16963,	-18.1029,	0.000453123,	0.189158
0.04315,	-11.4328,	3.93429,	0.919425,	-0.00178775,	-0.678448,	0.170083,	-17.9137,	0.16963,	-18.1029,	0.000453123,	0.189158
0.043175,	-11.0955,	3.86243,	0.918862,	-0.00168996,	1.33973,	0.173269,	-19.9833,	0.172401,	-20.1343,	0.000867844,	0.151022
0.0432,	-11.0955,	3.86243,	0.918862,	-0.00168996,	1.33973,	0.173269,	-19.9833,	0.172401,	-20.1343,	0.000867844,	0.151022
0.043225,	-3.97435,	3.8167,	0.918485,	-0.00124159,	3.06573,	0.13769,	-17.6963,	0.136166,	-17.7764,	0.00152318,	0.0800942
0.04325,	-3.97435,	3.8167,	0.918485,	-0.00124159,	3.06573,	0.13769,	-17.6963,	0.136166,	-17.7764,	0.00152318,	0.0800942
0.043275,	3.71557,	3.81597,	0.918478,	-0.00054251,	4.12337,	0.0779533,	-11.5517,	0.0756777,	-11.5436,	0.00227565,	-0.00815065
0.0433,	3.71557,	3.81597,	0.918478,	-0.00054251,	4.12337,	0.0779533,	-11.5517,	0.0756777,	-11.5436,	0.00227565,	-0.00815065
0.043325,	6.21575,	3.84121,	0.918727,	0.000276366,	4.28216,	0.00485778,	-2.8892,	0.00189063,	-2.79473,	0.00296715,	-0.0944666
0.04335,	6.21575,	3.84121,	0.918727,	0.000276366,	4.28216,	0.00485778,	-2.8892,	0.00189063,	-2.79473,	0.00296715,	-0.0944666
0.043375,	1.45377,	3.85695,	0.918918,	0.00104282,	3.50753,	-0.0726256,	6.40299,	-0.0760703,	6.56302,	0.00344471,	-0.160029
0.0434,	1.45377,	3.85695,	0.918918,	0.00104282,	3.50753,	-0.0726256,	6.40299,	-0.0760703,	6.56302,	0.00344471,	-0.160029
0.043425,	-7.15583,	3.8336,	0.918776,	0.00157123,	1.96836,	-0.137796,	14.2994,	-0.14139,	14.4899,	0.00359421,	-0.190539
0.04345,	-7.15583,	3.8336,	0.918776,	0.00157123,	1.96836,	-0.137796,	14.2994,	-0.14139,	14.4899,	0.00359421,	-0.190539
0.043475,	-12.1625,	3.77058,	0.918293,	0.001735,	0.000156976,	-0.169567,	19.0787,	-0.172947,	19.258,	0.00337985,	-0.179339
0.0435,	-12.1625,	3.77058,	0.918293,	0.001735,	0.000156976,	-0.169567,	19.0787,	-0.172947,	19.258,	0.00337985,	-0.179339
0.043525,	-9.13746,	3.70404,	0.91776,	0.00151856,	-1.96859,	-0.15872,	19.6991,	-0.161576,	19.828,	0.00285605,	-0.128865
0.04355,	-9.13746,	3.70404,	0.91776,	0.00151856,	-1.96859,	-0.15872,	19.6991,	-0.161576,	19.828,	0.00285605,	-0.128865
0.043575,	-1.18621,	3.67388,	0.917502,	0.000993591,	-3.50802,	-0.114398,	16.0247,	-0.116538,	16.0748,	0.00214086,	-0.0501161
0.0436,	-1.18621,	3.67388,	0.917502,	0.000993591,	-3.50802,	-0.114398,	16.0247,	-0.116538,	16.0748,	0.00214086,	-0.0501161
0.043625,	5.18397,	3.68508,	0.917602,	0.000265273,	-4.28265,	-0.050693,	8.85665,	-0.0520746,	8.8169,	0.00138159,	0.0397432
0.04365,	5.18397,	3.68508,	0.917602,	0.000265273,	-4.28265,	-0.050693,	8.85665,	-0.0520746,	8.8169,	0.00138159,	0.0397432
0.043675,	5.3003,	3.71094,	0.917864,	-0.000527508,	-4.12371,	0.0234848,	-0.242273,	0.0227509,	-0.363398,	0.000733891,	0.121125
0.0437,	5.3003,	3.71094,	0.917864,	-0.000527508,	-4.12371,	0.0234848,	-0.242273,	0.0227509,	-0.363398,	0.000733891,	0.121125
0.043725,	-1.23362,	3.7163,	0.917966,	-0.00120885,	-3.06592,	0.0975871,	-9.28866,	0.0972478,	-9.46495,	0.00033933,	0.17629
0.04375,	-1.23362,	3.7163,	0.917966,	-0.00120885,	-3.06592,	0.0975871,	-9.28866,	0.0972478,	-9.46495,	0.00033933,	0.17629
0.043775,	-9.30203,	3.67909,	0.917703,	-0.00160961,	-1.33991,	0.152599,	-16.3106,	0.152311,	-16.5038,	0.000287854,	0.19321
0.0438,	-9.30203,	3.67909,	0.917703,	-0.00160961,	-1.33991,	0.152599,	-16.3106,	0.152311,	-16.5038,	0.000287854,	0.19321
0.043825,	-11.7047,	3.61163,	0.917177,	-0.00164095,	0.678089,	0.169893,	-19.7776,	0.169309,	-19.9457,	0.000584405,	0.168196
0.04385,	-11.7047,	3.61163,	0.917177,	-0.00164095,	0.678089,	0.169893,	-19.7776,	0.169309,	-19.9457,	0.000584405,	0.168196
0.043875,	-6.52057,	3.55568,	0.916722,	-0.00132328,	2.5482,	0.146805,	-18.9339,	0.145654,	-19.0406,	0.001151,	0.106694
0.0439,	-6.52057,	3.55568,	0.916722,	-0.00132328,	2.5482,	0.146805,	-18.9339,	0.145654,	-19.0406,	0.001151,	0.106694
0.043925,	1.40624,	3.54135,	0.916594,	-0.000739607,	3.86282,	0.095788,	-13.9639,	0.0939286,	-13.986,	0.00185942,	0.0221074
0.04395,	1.40624,	3.54135,	0.916594,	-0.000739607,	3.86282,	0.095788,	-13.9639,	0.0939286,	-13.986,	0.00185942,	0.0221074
0.043975,	5.90768,	3.561,	0.916777,	-6.00919e-08,	4.33674,	0.0291312,	-5.95099,	0.0265704,	-5.88385,	0.00256074,	-0.0671348
0.044,	5.90768,	3.561,	0.916777,	-6.00919e-08,	4.33674,	0.0291312,	-5.95099,	0.0265704,	-5.88385,	0.00256074,	-0.0671348
0.044025,	3.5905,	3.58331,	0.917014,	0.000748459,	3.86391,	-0.0451291,	3.36031,	-0.0482328,	3.5019,	0.00310377,	-0.141584
0.04405,	3.5905,	3.58331,	0.917014,	0.000748459,	3.86391,	-0.0451291,	3.36031,	-0.0482328,	3.5019,	0.00310377,	-0.141584
0.044075,	-4.14134,	3.57563,	0.917001,	0.00133089,	2.54891,	-0.113952,	11.9388,	-0.117314,	12.1238,	0.00336196,	-0.185017
0.0441,	-4.14134,	3.57563,	0.917001,	0.00133089,	2.54891,	-0.113952,	11.9388,	-0.117314,	12.1238,	0.00336196,	-0.185017
0.044125,	-10.8793,	3.52577,	0.916625,	0.00160212,	0.678451,	-0.157063,	17.9139,	-0.160335,	18.1019,	0.00327252,	-0.187973
0.04415,	-10.8793,	3.52577,	0.916625,	0.00160212,	0.678451,	-0.157063,	17.9139,	-0.160335,	18.1019,	0.00327252,	-0.187973
0.044175,	-10.5636,	3.45827,	0.916089,	0.00151313,	-1.33973,	-0.160127,	19.9833,	-0.162987,	20.1331,	0.00286003,	-0.149816
0.0442,	-10.5636,	3.45827,	0.916089,	0.00151313,	-1.33973,	-0.160127,	19.9833,	-0.162987,	20.1331,	0.00286003,	-0.149816
0.044225,	-3.84929,	3.41541,	0.915729,	0.00111105,	-3.06573,	-0.126748,	17.6964,	-0.128969,	17.7753,	0.00222133,	-0.0788725
0.04425,	-3.84929,	3.41541,	0.915729,	0.00111105,	-3.06573,	-0.126748,	17.6964,	-0.128969,	17.7753,	0.00222133,	-0.0788725
0.044275,	3.41774,	3.41497,	0.915718,	0.000485502,	-4.12337,	-0.0706892,	11.5522,	-0.0721804,	11.5428,	0.00149116,	0.00938556
0.0443,	3.41774,	3.41497,	0.915718,	0.000485502,	-4.12337,	-0.0706892,	11.5522,	-0.0721804,	11.5428,	0.00149116,	0.00938556
0.044325,	5.82065,	3.43912,	0.915949,	-0.000247436,	-4.28216,	-0.00208867,	2.89023,	-0.00290665,	2.79451,	0.000817982,	0.0957131
0.04435,	5.82065,	3.43912,	0.915949,	-0.000247436,	-4.28216,	-0.00208867,	2.89023,	-0.00290665,	2.79451,	0.000817982,	0.0957131
0.044375,	1.39955,	3.45457,	0.916129,	-0.000934021,	-3.50753,	0.0706646,	-6.40139,	0.0703192,	-6.56268,	0.000345489,	0.161287
0.0444,	1.39955,	3.45457,	0.916129,	-0.000934021,	-3.50753,	0.0706646,	-6.40139,	0.0703192,	-6.56268,	0.000345489,	0.161287
0.044425,	-6.65791,	3.43344,	0.915998,	-0.00140722,	-1.96836,	0.131929,	-14.2973,	0.131748,	-14.4891,	0.000181062,	0.191809
0.04445,	-6.65791,	3.43344,	0.915998,	-0.00140722,	-1.96836,	0.131929,	-14.2973,	0.131748,	-14.4891,	0.000181062,	0.191809
0.044475,	-11.3645,	3.37506,	0.915547,	-0.00155301,	-0.000160077,	0.161902,	-19.0763,	0.161544,	-19.2569,	0.000358634,	0.180622
0.0445,	-11.3645,	3.37506,	0.915547,	-0.00155301,	-0.000160077,	0.161902,	-19.0763,	0.161544,	-19.2569,	0.000358634,	0.180622
0.044525,	-8.54958,	3.31326,	0.915049,	-0.00135835,	1.96859,	0.151863,	-19.6967,	0.151036,	-19.8269,	0.000827422,	0.130162
0.04455,	-8.54958,	3.31326,	0.915049,	-0.00135835,	1.96859,	0.151863,	-19.6967,	0.151036,	-19.8269,	0.000827422,	0.130162
0.044575,	-1.11132,	3.28546,	0.914808,	-0.000888546,	3.50802,	0.110321,	-16.0226,	0.108844,	-16.074,	0.00147672,	0.0514274
0.0446,	-1.11132,	3.28546,	0.914808,	-0.000888546,	3.50802,	0.110321,	-16.0226,	0.108844,	-16.074,	0.00147672,	0.0514274
0.044625,	4.84356,	3.29641,	0.914901,	-0.000237296,	4.28265,	0.0504861,	-8.85501,	0.0483179,	-8.8166,	0.00216815,	-0.038418
0.04465,	4.84356,	3.29641,	0.914901,	-0.000237296,	4.28265,	0.0504861,	-8.85501,	0.0483179,	-8.8166,	0.00216815,	-0.038418
0.044675,	4.9219,	3.32104,	0.915145,	0.000472084,	4.12371,	-0.0192598,	0.243356,	-0.0220152,	0.363144,	0.00275535,	-0.119788
0.0447,	4.9219,	3.32104,	0.915145,	0.000472084,	4.12371,	-0.0192598,	0.243356,	-0.0220152,	0.363144,	0.00275535,	-0.119788
0.044725,	-1.24927,	3.32632,	0.915237,	0.001082,	3.06593,	-0.0889735,	9.28918,	-0.0920786,	9.46413,	0.00310511,	-0.174943
0.04475,	-1.24927,	3.32632,	0.915237,	0.001082,	3.06593,	-0.0889735,	9.28918,	-0.0920786,	9.46413,	0.00310511,	-0.174943
0.044775,	-8.8557,	3.29148,	0.914984,	0.00144003,	1.33991,	-0.140754,	16.3107,	-0.143886,	16.5026,	0.00313275,	-0.191858
0.0448,	-8.8557,	3.29148,	0.914984,	0.00144003,	1.33991,	-0.140754,	16.3107,	-0.143886,	16.5026,	0.00313275,	-0.191858
0.044825,	-11.1221,	3.22817,	0.914485,	0.00146672,	-0.678087,	-0.157078,	19.7774,	-0.159911,	19.9442,	0.00283348,	-0.16684
0.04485,	-11.1221,	3.22817,	0.914485,	0.00146672,	-0.678087,	-0.157078,	19.7774,	-0.159911,	19.9442,	0.00283348,	-0.16684
0.044875,	-6.23945,	3.17569,	0.914051,	0.00118187,	-2.5482,	-0.135449,	18.9338,	-0.13773,	19.0391,	0.00228047,	-0.10534
0.0449,	-6.23945,	3.17569,	0.914051,	0.00118187,	-2.5482,	-0.135449,	18.9338,	-0.13773,	19.0391,	0.00228047,	-0.10534
0.044925,	1.2382,	3.16243,	0.913926,	0.000660472,	-3.86282,	-0.0875974,	13.964,	-0.0891915,	13.9848,	0.0015941,	-0.020756
0.04495,	1.2382,	3.16243,	0.913926,	0.000660472,	-3.86282,	-0.0875974,	13.964,	-0.0891915,	13.9848,	0.0015941,	-0.020756
0.044975,	5.51262,	3.18125,	0.914095,	5.45559e-08,	-4.33674,	-0.0250747,	5.95156,	-0.0259888,	5.88308,	0.000914097,	0.0684819
0.045,	5.51262,	3.18125,	0.914095,	5.45559e-08,	-4.33674,	-0.0250747,	5.95156,	-0.0259888,	5.88308,	0.000914097,	0.0684819
0.045025,	3.38827,	3.20276,	0.914317,	-0.000668971,	-3.86391,	0.0446017,	-3.35926,	0.0442193,	-3.50219,	0.000382404,	0.142926
0.04505,	3.38827,	3.20276,	0.914317,	-0.000668971,	-3.86391,	0.0446017,	-3.35926,	0.0442193,	-3.50219,	0.000382404,	0.142926
0.045075,	-3.83414,	3.19628,	0.914306,	-0.00118969,	-2.54891,	0.109234,	-11.9373,	0.109116,	-12.1237,	0.000117945,	0.186355
0.0451,	-3.83414,	3.19628,	0.914306,	-0.00118969,	-2.54891,	0.109234,	-11.9373,	0.109116,	-12.1237,	0.000117945,	0.186355
0.045125,	-10.1536,	3.15026,	0.913956,	-0.00143149,	-0.678454,	0.149812,	-17.9121,	0.149632,	-18.1014,	0.000179927,	0.189309
0.04515,	-10.1536,	3.15026,	0.913956,	-0.00143149,	-0.678454,	0.149812,	-17.9121,	0.149632,	-18.1014,	0.000179927,	0.189309
0.045175,	-9.8772,	3.0876,	0.913456,	-0.00135095,	1.33972,	0.152833,	-19.9814,	0.152287,	-20.1326,	0.000545621,	0.151151
0.0452,	-9.8772,	3.0876,	0.913456,	-0.00135095,	1.33972,	0.152833,	-19.9814,	0.152287,	-20.1326,	0.000545621,	0.151151
0.045225,	-3.60228,	3.04792,	0.913119,	-0.000991503,	3.06573,	0.12161,	-17.6947,	0.120485,	-17.7749,	0.00112433,	0.080207
0.04525,	-3.60228,	3.04792,	0.913119,	-0.000991503,	3.06573,	0.12161,	-17.6947,	0.120485,	-17.7749,	0.00112433,	0.080207
0.045275,	3.19351,	3.04794,	0.913108,	-0.000433323,	4.12337,	0.0690136,	-11.5508,	0.067224,	-11.5428,	0.00178962,	-0.00805122
0.0453,	3.19351,	3.04794,	0.913108,	-0.000433323,	4.12337,	0.0690136,	-11.5508,	0.067224,	-11.5428,	0.00178962,	-0.00805122
0.045325,	5.42246,	3.07098,	0.913324,	0.000220948,	4.28216,	0.00456738,	-2.88928,	0.00216538,	-2.79491,	0.002402,	-0.0943797
0.04535,	5.42246,	3.07098,	0.913324,	0.000220948,	4.28216,	0.00456738,	-2.88928,	0.00216538,	-2.79491,	0.002402,	-0.0943797
0.045375,	1.24156,	3.08575,	0.91349,	0.000834302,	3.50754,	-0.0638273,	6.40186,	-0.0666536,	6.56182,	0.00282637,	-0.159956
0.0454,	1.24156,	3.08575,	0.91349,	0.000834302,	3.50754,	-0.0638273,	6.40186,	-0.0666536,	6.56182,	0.00282637,	-0.159956
0.045425,	-6.35167,	3.06608,	0.913363,	0.00125666,	1.96836,	-0.12145,	14.2973,	-0.124412,	14.4878,	0.00296171,	-0.190483
0.04545,	-6.35167,	3.06608,	0.913363,	0.00125666,	1.96836,	-0.12145,	14.2973,	-0.124412,	14.4878,	0.00296171,	-0.190483
0.045475,	-10.7861,	3.01136,	0.912934,	0.00138565,	0.00016317,	-0.149677,	19.0761,	-0.152453,	19.2554,	0.002776,	-0.179304
0.0455,	-10.7861,	3.01136,	0.912934,	0.00138565,	0.00016317,	-0.149677,	19.0761,	-0.152453,	19.2554,	0.002776,	-0.179304
0.045525,	-8.13838,	2.95341,	0.912461,	0.00121082,	-1.96858,	-0.140312,	19.6965,	-0.142629,	19.8253,	0.00231684,	-0.128854
0.04555,	-8.13838,	2.95341,	0.912461,	0.00121082,	-1.96858,	-0.140312,	19.6965,	-0.142629,	19.8253,	0.00231684,	-0.128854
0.045575,	-1.13128,	2.92748,	0.912229,	0.00079173,	-3.50802,	-0.101374,	16.0226,	-0.103062,	16.0727,	0.00168808,	-0.0501315
0.0456,	-1.13128,	2.92748,	0.912229,	0.00079173,	-3.50802,	-0.101374,	16.0226,	-0.103062,	16.0727,	0.00168808,	-0.0501315
0.045625,	4.49814,	2.93805,	0.912313,	0.0002115,	-4.28265,	-0.0452814,	8.85527,	-0.0463009,	8.81557,	0.0010195,	0.0397009
0.04565,	4.49814,	2.93805,	0.912313,	0.0002115,	-4.28265,	-0.0452814,	8.85527,	-0.0463009,	8.81557,	0.0010195,	0.0397009
0.045675,	4.61985,	2.96164,	0.912541,	-0.000420994,	-4.12371,	0.0201183,	-0.242711,	0.0196699,	-0.363768,	0.000448431,	0.121058
0.0457,	4.61985,	2.96164,	0.912541,	-0.000420994,	-4.12371,	0.0201183,	-0.242711,	0.0196699,	-0.363768,	0.000448431,	0.121058
0.045725,	-1.13051,	2.96724,	0.912629,	-0.000965193,	-3.06593,	0.0855317,	-9.28814,	0.0854318,	-9.46434,	9.99208e-05,	0.1762
0.04575,	-1.13051,	2.96724,	0.912629,	-0.000965193,	-3.06593,	0.0855317,	-9.28814,	0.0854318,	-9.46434,	9.99208e-05,	0.1762
0.045775,	-8.25255,	2.9353,	0.912394,	-0.0012842,	-1.33991,	0.134196,	-16.3093,	0.134143,	-16.5024,	5.36565e-05,	0.193104
0.0458,	-8.25255,	2.9353,	0.912394,	-0.0012842,	-1.33991,	0.134196,	-16.3093,	0.134143,	-16.5024,	5.36565e-05,	0.193104
0.045825,	-10.3913,	2.87659,	0.911928,	-0.00130699,	0.678083,	0.149644,	-19.7759,	0.149329,	-19.944,	0.000314426,	0.168077
0.04585,	-10.3913,	2.87659,	0.911928,	-0.00130699,	0.678083,	0.149644,	-19.7759,	0.149329,	-19.944,	0.000314426,	0.168077
0.045875,	-5.83546,	2.82794,	0.911522,	-0.00105245,	2.5482,	0.129473,	-18.9324,	0.128659,	-19.0389,	0.000813834,	0.106568
0.0459,	-5.83546,	2.82794,	0.911522,	-0.00105245,	2.5482,	0.129473,	-18.9324,	0.128659,	-19.0389,	0.000813834,	0.106568
0.045925,	1.15569,	2.81594,	0.911405,	-0.000588109,	3.86281,	0.0846319,	-13.9629,	0.0831929,	-13.9848,	0.00143906,	0.021976
0.04595,	1.15569,	2.81594,	0.911405,	-0.000588109,	3.86281,	0.0846319,	-13.9629,	0.0831929,	-13.9848,	0.00143906,	0.021976
0.045975,	5.14264,	2.83397,	0.911563,	-4.96858e-08,	4.33674,	0.0259476,	-5.95073,	0.0238887,	-5.88346,	0.00205891,	-0.0672698
0.046,	5.14264,	2.83397,	0.911563,	-4.96858e-08,	4.33674,	0.0259476,	-5.95073,	0.0238887,	-5.88346,	0.00205891,	-0.0672698
0.046025,	3.12261,	2.85445,	0.911769,	0.000596218,	3.86391,	-0.0395079,	3.35971,	-0.0420479,	3.50144,	0.00254005,	-0.141723
0.04605,	3.12261,	2.85445,	0.911769,	0.000596218,	3.86391,	-0.0395079,	3.35971,	-0.0420479,	3.50144,	0.00254005,	-0.141723
0.046075,	-3.68231,	2.84858,	0.911755,	0.00106028,	2.54891,	-0.100254,	11.9374,	-0.103024,	12.1226,	0.00277067,	-0.185162
0.0461,	-3.68231,	2.84858,	0.911755,	0.00106028,	2.54891,	-0.100254,	11.9374,	-0.103024,	12.1226,	0.00277067,	-0.185162
0.046125,	-9.63194,	2.80552,	0.911423,	0.00127483,	0.678457,	-0.13842,	17.9119,	-0.141115,	18.1,	0.00269504,	-0.188128
0.04615,	-9.63194,	2.80552,	0.911423,	0.00127483,	0.678457,	-0.13842,	17.9119,	-0.141115,	18.1,	0.00269504,	-0.188128
0.046175,	-9.37511,	2.7468,	0.910947,	0.00120183,	-1.33972,	-0.141323,	19.9812,	-0.143657,	20.1311,	0.00233439,	-0.149984
0.0462,	-9.37511,	2.7468,	0.910947,	0.00120183,	-1.33972,	-0.141323,	19.9812,	-0.143657,	20.1311,	0.00233439,	-0.149984
0.046225,	-3.47064,	2.70969,	0.910626,	0.000881475,	-3.06572,	-0.112082,	17.6945,	-0.113856,	17.7736,	0.00177375,	-0.0790559
0.04625,	-3.47064,	2.70969,	0.910626,	0.000881475,	-3.06572,	-0.112082,	17.6945,	-0.113856,	17.7736,	0.00177375,	-0.0790559
0.046275,	2.93793,	2.70995,	0.910613,	0.000385272,	-4.12337,	-0.0628009,	11.5509,	-0.0639325,	11.5417,	0.00113164,	0.00918591
0.0463,	2.93793,	2.70995,	0.910613,	0.000385272,	-4.12337,	-0.0628009,	11.5509,	-0.0639325,	11.5417,	0.00113164,	0.00918591
0.046325,	5.07238,	2.73196,	0.910813,	-0.000196556,	-4.28216,	-0.00240505,	2.88964,	-0.00294392,	2.79414,	0.000538874,	0.0954978
0.04635,	5.07238,	2.73196,	0.910813,	-0.000196556,	-4.28216,	-0.00240505,	2.88964,	-0.00294392,	2.79414,	0.000538874,	0.0954978
0.046375,	1.1929,	2.74638,	0.91097,	-0.000742545,	-3.50754,	0.0617225,	-6.40118,	0.0616003,	-6.56224,	0.000122169,	0.161058
0.0464,	1.1929,	2.74638,	0.91097,	-0.000742545,	-3.50754,	0.0617225,	-6.40118,	0.0616003,	-6.56224,	0.000122169,	0.161058
0.046425,	-5.90557,	2.72863,	0.910852,	-0.00111835,	-1.96836,	0.115814,	-14.2964,	0.115838,	-14.4879,	-2.35641e-05,	0.19157
0.04645,	-5.90557,	2.72863,	0.910852,	-0.00111835,	-1.96836,	0.115814,	-14.2964,	0.115838,	-14.4879,	-2.35641e-05,	0.19157
0.046475,	-10.0686,	2.678,	0.910453,	-0.00123226,	-0.000166271,	0.142402,	-19.075,	0.14227,	-19.2553,	0.000131976,	0.180378
0.0465,	-10.0686,	2.678,	0.910453,	-0.00123226,	-0.000166271,	0.142402,	-19.075,	0.14227,	-19.2553,	0.000131976,	0.180378
0.046525,	-7.60733,	2.62425,	0.910011,	-0.00107587,	1.96858,	0.133748,	-19.6954,	0.133204,	-19.8253,	0.000544443,	0.129916
0.04655,	-7.60733,	2.62425,	0.910011,	-0.00107587,	1.96858,	0.133748,	-19.6954,	0.133204,	-19.8253,	0.000544443,	0.129916
0.046575,	-1.05982,	2.60038,	0.909794,	-0.000703269,	3.50801,	0.097312,	-16.0216,	0.0961954,	-16.0728,	0.0011166,	0.051182
